ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,F1961,F1962,F1963,F1964,F1965,F1966,F1967,F1968,F1969,F1970,F1971,F1972,F1973,F1974,F1975,F1976,F1977,F1978,F1979,F1980,F1981,F1982,F1983,F1984,F1985,F1986,F1987,F1988,F1989,F1990,F1991,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022,Original_Data,Data_Quality,Data_Completeness,Temp_Range,Temp_StdDev,Has_Extreme_Values
117,Luxembourg,LU,LUX,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.651,1.433,1.393,1.692,1.013,1.129,1.357,1.94,1.279,1.188,0.325,1.343,1.262,0.569,2.475,1.528,1.877,1.647,2.468,2.155,2.632,1.158,2.926,"{'F1961': nan, 'F1962': nan, 'F1963': nan, 'F1964': nan, 'F1965': nan, 'F1966': nan, 'F1967': nan, 'F1968': nan, 'F1969': nan, 'F1970': nan, 'F1971': nan, 'F1972': nan, 'F1973': nan, 'F1974': nan, 'F1975': nan, 'F1976': nan, 'F1977': nan, 'F1978': nan, 'F1979': nan, 'F1980': nan, 'F1981': nan, 'F1982': nan, 'F1983': nan, 'F1984': nan, 'F1985': nan, 'F1986': nan, 'F1987': nan, 'F1988': nan, 'F1989': nan, 'F1990': nan, 'F1991': nan, 'F1992': nan, 'F1993': nan, 'F1994': nan, 'F1995': nan, 'F1996': nan, 'F1997': nan, 'F1998': nan, 'F1999': nan, 'F2000': 1.651, 'F2001': 1.433, 'F2002': 1.393, 'F2003': 1.692, 'F2004': 1.013, 'F2005': 1.129, 'F2006': 1.357, 'F2007': 1.94, 'F2008': 1.279, 'F2009': 1.188, 'F2010': 0.325, 'F2011': 1.343, 'F2012': 1.262, 'F2013': 0.569, 'F2014': 2.475, 'F2015': 1.528, 'F2016': 1.877, 'F2017': 1.647, 'F2018': 2.468, 'F2019': 2.155, 'F2020': 2.632, 'F2021': 1.158, 'F2022': 2.926}",Insufficient Data,1.0,2.601,0.3831068921313206,False
118,"Madagascar, Rep. of",MG,MDG,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.522,-0.117,-0.31,-0.397,-0.588,-0.06,0.308,-0.418,0.406,0.228,-0.244,-0.064,0.161,-0.291,-0.249,0.004,0.356,0.515,0.26,0.319,0.117,0.293,0.43,-0.1,0.088,-0.041,0.534,0.572,0.061,0.108,0.384,0.386,0.38,0.319,0.405,0.198,0.653,0.821,0.44,0.451,0.64,0.58,0.682,0.505,0.599,0.838,0.735,0.559,0.9,1.188,1.132,0.88,0.749,0.777,1.134,1.147,1.379,0.983,1.438,1.137,1.194,0.86,"{'F1961': 0.522, 'F1962': -0.117, 'F1963': -0.31, 'F1964': -0.397, 'F1965': -0.588, 'F1966': -0.06, 'F1967': 0.308, 'F1968': -0.418, 'F1969': 0.406, 'F1970': 0.228, 'F1971': -0.244, 'F1972': -0.064, 'F1973': 0.161, 'F1974': -0.291, 'F1975': -0.249, 'F1976': 0.004, 'F1977': 0.356, 'F1978': 0.515, 'F1979': 0.26, 'F1980': 0.319, 'F1981': 0.117, 'F1982': 0.293, 'F1983': 0.43, 'F1984': -0.1, 'F1985': 0.088, 'F1986': -0.041, 'F1987': 0.534, 'F1988': 0.572, 'F1989': 0.061, 'F1990': 0.108, 'F1991': 0.384, 'F1992': 0.386, 'F1993': 0.38, 'F1994': 0.319, 'F1995': 0.405, 'F1996': 0.198, 'F1997': 0.653, 'F1998': 0.821, 'F1999': 0.44, 'F2000': 0.451, 'F2001': 0.64, 'F2002': 0.58, 'F2003': 0.682, 'F2004': 0.505, 'F2005': 0.599, 'F2006': 0.838, 'F2007': 0.735, 'F2008': 0.559, 'F2009': 0.9, 'F2010': 1.188, 'F2011': 1.132, 'F2012': 0.88, 'F2013': 0.749, 'F2014': 0.777, 'F2015': 1.134, 'F2016': 1.147, 'F2017': 1.379, 'F2018': 0.983, 'F2019': 1.438, 'F2020': 1.137, 'F2021': 1.194, 'F2022': 0.86}",Insufficient Data,1.0,2.026,0.47069738083587587,False
119,Malawi,MW,MWI,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.314,-0.149,-0.427,-0.267,-0.572,0.149,0.09,-0.271,0.29,0.164,-0.27,-0.008,0.3,-0.325,-0.147,-0.085,0.504,0.265,0.131,0.231,-0.191,0.0,1.038,0.363,0.016,0.162,0.679,0.693,0.174,0.616,0.15,0.749,0.153,0.27,0.794,0.189,0.626,1.031,0.349,0.797,0.592,0.963,0.982,0.879,1.366,0.997,0.904,0.512,0.648,1.03,0.771,0.925,0.676,1.129,1.141,1.361,1.016,1.022,1.22,1.306,0.762,0.816,"{'F1961': 0.314, 'F1962': -0.149, 'F1963': -0.427, 'F1964': -0.267, 'F1965': -0.572, 'F1966': 0.149, 'F1967': 0.09, 'F1968': -0.271, 'F1969': 0.29, 'F1970': 0.164, 'F1971': -0.27, 'F1972': -0.008, 'F1973': 0.3, 'F1974': -0.325, 'F1975': -0.147, 'F1976': -0.085, 'F1977': 0.504, 'F1978': 0.265, 'F1979': 0.131, 'F1980': 0.231, 'F1981': -0.191, 'F1982': 0.0, 'F1983': 1.038, 'F1984': 0.363, 'F1985': 0.016, 'F1986': 0.162, 'F1987': 0.679, 'F1988': 0.693, 'F1989': 0.174, 'F1990': 0.616, 'F1991': 0.15, 'F1992': 0.749, 'F1993': 0.153, 'F1994': 0.27, 'F1995': 0.794, 'F1996': 0.189, 'F1997': 0.626, 'F1998': 1.031, 'F1999': 0.349, 'F2000': 0.797, 'F2001': 0.592, 'F2002': 0.963, 'F2003': 0.982, 'F2004': 0.879, 'F2005': 1.366, 'F2006': 0.997, 'F2007': 0.904, 'F2008': 0.512, 'F2009': 0.648, 'F2010': 1.03, 'F2011': 0.771, 'F2012': 0.925, 'F2013': 0.676, 'F2014': 1.129, 'F2015': 1.141, 'F2016': 1.361, 'F2017': 1.016, 'F2018': 1.022, 'F2019': 1.22, 'F2020': 1.306, 'F2021': 0.762, 'F2022': 0.816}",Insufficient Data,1.0,1.9380000000000002,0.4951024265185736,False
120,Malaysia,MY,MYS,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.07,-0.085,-0.107,0.036,-0.231,0.131,-0.134,-0.108,0.225,0.115,-0.243,0.049,0.262,-0.193,-0.029,-0.239,0.073,0.249,0.379,0.292,0.256,0.27,0.689,0.052,0.244,0.281,0.59,0.525,0.181,0.548,0.464,0.429,0.278,0.42,0.544,0.481,0.69,1.279,0.483,0.449,0.689,0.785,0.781,0.755,0.938,0.707,0.763,0.628,0.865,1.111,0.754,0.901,1.121,1.199,1.372,1.836,1.419,1.443,1.7,1.688,1.473,1.367,"{'F1961': -0.07, 'F1962': -0.085, 'F1963': -0.107, 'F1964': 0.036, 'F1965': -0.231, 'F1966': 0.131, 'F1967': -0.134, 'F1968': -0.108, 'F1969': 0.225, 'F1970': 0.115, 'F1971': -0.243, 'F1972': 0.049, 'F1973': 0.262, 'F1974': -0.193, 'F1975': -0.029, 'F1976': -0.239, 'F1977': 0.073, 'F1978': 0.249, 'F1979': 0.379, 'F1980': 0.292, 'F1981': 0.256, 'F1982': 0.27, 'F1983': 0.689, 'F1984': 0.052, 'F1985': 0.244, 'F1986': 0.281, 'F1987': 0.59, 'F1988': 0.525, 'F1989': 0.181, 'F1990': 0.548, 'F1991': 0.464, 'F1992': 0.429, 'F1993': 0.278, 'F1994': 0.42, 'F1995': 0.544, 'F1996': 0.481, 'F1997': 0.69, 'F1998': 1.279, 'F1999': 0.483, 'F2000': 0.449, 'F2001': 0.689, 'F2002': 0.785, 'F2003': 0.781, 'F2004': 0.755, 'F2005': 0.938, 'F2006': 0.707, 'F2007': 0.763, 'F2008': 0.628, 'F2009': 0.865, 'F2010': 1.111, 'F2011': 0.754, 'F2012': 0.901, 'F2013': 1.121, 'F2014': 1.199, 'F2015': 1.372, 'F2016': 1.836, 'F2017': 1.419, 'F2018': 1.443, 'F2019': 1.7, 'F2020': 1.688, 'F2021': 1.473, 'F2022': 1.367}",Insufficient Data,1.0,2.079,0.5357937192349824,False
121,Maldives,MV,MDV,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.061,-0.061,-0.061,-0.061,-0.061,0.42,-0.155,-0.23,0.241,0.241,0.241,0.21,0.574,-0.148,-0.318,0.005,0.011,-0.158,0.073,0.15,0.092,0.269,0.413,0.169,-0.072,0.149,0.595,0.787,-0.005,0.528,0.566,0.174,0.209,0.409,0.681,0.418,0.573,0.917,0.297,0.255,0.46,0.618,0.518,0.387,0.775,0.317,0.363,0.169,0.53,0.683,0.561,0.573,0.662,0.766,0.982,1.555,1.126,0.84,1.131,1.17,1.122,0.784,"{'F1961': nan, 'F1962': -0.061, 'F1963': nan, 'F1964': nan, 'F1965': nan, 'F1966': 0.42, 'F1967': -0.155, 'F1968': -0.23, 'F1969': 0.241, 'F1970': nan, 'F1971': nan, 'F1972': 0.21, 'F1973': 0.574, 'F1974': -0.148, 'F1975': -0.318, 'F1976': 0.005, 'F1977': 0.011, 'F1978': -0.158, 'F1979': 0.073, 'F1980': 0.15, 'F1981': 0.092, 'F1982': 0.269, 'F1983': 0.413, 'F1984': 0.169, 'F1985': -0.072, 'F1986': 0.149, 'F1987': 0.595, 'F1988': 0.787, 'F1989': -0.005, 'F1990': 0.528, 'F1991': 0.566, 'F1992': 0.174, 'F1993': 0.209, 'F1994': 0.409, 'F1995': 0.681, 'F1996': 0.418, 'F1997': 0.573, 'F1998': 0.917, 'F1999': 0.297, 'F2000': 0.255, 'F2001': 0.46, 'F2002': 0.618, 'F2003': 0.518, 'F2004': 0.387, 'F2005': 0.775, 'F2006': 0.317, 'F2007': 0.363, 'F2008': 0.169, 'F2009': 0.53, 'F2010': 0.683, 'F2011': 0.561, 'F2012': 0.573, 'F2013': 0.662, 'F2014': 0.766, 'F2015': 0.982, 'F2016': 1.555, 'F2017': 1.126, 'F2018': 0.84, 'F2019': 1.131, 'F2020': 1.17, 'F2021': 1.122, 'F2022': 0.784}",Insufficient Data,1.0,1.873,0.3980754096013013,False
122,Mali,ML,MLI,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.301,-0.145,0.213,-0.13,-0.299,0.005,-0.124,-0.287,0.665,0.365,-0.007,0.278,0.508,-0.435,-0.471,-0.374,0.362,0.36,0.646,0.97,0.395,0.264,0.83,0.609,0.512,0.304,1.081,0.784,0.107,0.903,0.685,0.194,1.026,0.206,0.57,1.161,0.87,1.214,0.375,0.647,0.583,1.246,1.238,1.214,1.396,1.097,0.933,0.548,0.96,1.63,1.207,0.426,0.969,0.787,1.017,1.089,1.347,1.04,1.089,1.01,1.687,0.887,"{'F1961': -0.301, 'F1962': -0.145, 'F1963': 0.213, 'F1964': -0.13, 'F1965': -0.299, 'F1966': 0.005, 'F1967': -0.124, 'F1968': -0.287, 'F1969': 0.665, 'F1970': 0.365, 'F1971': -0.007, 'F1972': 0.278, 'F1973': 0.508, 'F1974': -0.435, 'F1975': -0.471, 'F1976': -0.374, 'F1977': 0.362, 'F1978': 0.36, 'F1979': 0.646, 'F1980': 0.97, 'F1981': 0.395, 'F1982': 0.264, 'F1983': 0.83, 'F1984': 0.609, 'F1985': 0.512, 'F1986': 0.304, 'F1987': 1.081, 'F1988': 0.784, 'F1989': 0.107, 'F1990': 0.903, 'F1991': 0.685, 'F1992': 0.194, 'F1993': 1.026, 'F1994': 0.206, 'F1995': 0.57, 'F1996': 1.161, 'F1997': 0.87, 'F1998': 1.214, 'F1999': 0.375, 'F2000': 0.647, 'F2001': 0.583, 'F2002': 1.246, 'F2003': 1.238, 'F2004': 1.214, 'F2005': 1.396, 'F2006': 1.097, 'F2007': 0.933, 'F2008': 0.548, 'F2009': 0.96, 'F2010': 1.63, 'F2011': 1.207, 'F2012': 0.426, 'F2013': 0.969, 'F2014': 0.787, 'F2015': 1.017, 'F2016': 1.089, 'F2017': 1.347, 'F2018': 1.04, 'F2019': 1.089, 'F2020': 1.01, 'F2021': 1.687, 'F2022': 0.887}",Insufficient Data,1.0,2.158,0.535565198121006,False
123,Malta,MT,MLT,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.551,0.35,-0.204,0.26,-0.218,0.149,0.131,-0.033,-0.129,-0.144,-0.272,-0.294,-0.003,-0.251,-0.383,-0.706,0.304,-0.602,0.036,-0.504,-0.344,0.623,0.037,-0.267,0.426,0.4,0.525,1.194,0.206,1.235,0.147,0.275,0.625,1.421,0.461,0.639,1.054,0.876,1.268,1.055,1.669,0.942,1.401,0.699,0.67,0.996,1.398,1.271,1.08,1.243,1.013,1.44,1.343,1.507,1.403,1.748,1.224,1.441,1.29,1.643,2.123,1.955,"{'F1961': 0.551, 'F1962': 0.35, 'F1963': -0.204, 'F1964': 0.26, 'F1965': -0.218, 'F1966': 0.149, 'F1967': 0.131, 'F1968': -0.033, 'F1969': -0.129, 'F1970': -0.144, 'F1971': -0.272, 'F1972': -0.294, 'F1973': -0.003, 'F1974': -0.251, 'F1975': -0.383, 'F1976': -0.706, 'F1977': 0.304, 'F1978': -0.602, 'F1979': 0.036, 'F1980': -0.504, 'F1981': -0.344, 'F1982': 0.623, 'F1983': 0.037, 'F1984': -0.267, 'F1985': 0.426, 'F1986': 0.4, 'F1987': 0.525, 'F1988': 1.194, 'F1989': 0.206, 'F1990': 1.235, 'F1991': 0.147, 'F1992': 0.275, 'F1993': 0.625, 'F1994': 1.421, 'F1995': 0.461, 'F1996': 0.639, 'F1997': 1.054, 'F1998': 0.876, 'F1999': 1.268, 'F2000': 1.055, 'F2001': 1.669, 'F2002': 0.942, 'F2003': 1.401, 'F2004': 0.699, 'F2005': 0.67, 'F2006': 0.996, 'F2007': 1.398, 'F2008': 1.271, 'F2009': 1.08, 'F2010': 1.243, 'F2011': 1.013, 'F2012': 1.44, 'F2013': 1.343, 'F2014': 1.507, 'F2015': 1.403, 'F2016': 1.748, 'F2017': 1.224, 'F2018': 1.441, 'F2019': 1.29, 'F2020': 1.643, 'F2021': 2.123, 'F2022': 1.955}",Insufficient Data,1.0,2.829,0.7179098585790209,False
124,"Marshall Islands, Rep. of the",MH,MHL,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.184,0.012,0.213,-0.002,0.09,0.023,0.004,-0.273,-0.159,0.165,0.324,0.29,0.435,0.364,0.275,0.219,-0.029,0.174,0.345,0.155,0.539,0.544,0.564,0.464,0.783,0.569,0.354,0.562,0.672,0.384,0.007,"{'F1961': nan, 'F1962': nan, 'F1963': nan, 'F1964': nan, 'F1965': nan, 'F1966': nan, 'F1967': nan, 'F1968': nan, 'F1969': nan, 'F1970': nan, 'F1971': nan, 'F1972': nan, 'F1973': nan, 'F1974': nan, 'F1975': nan, 'F1976': nan, 'F1977': nan, 'F1978': nan, 'F1979': nan, 'F1980': nan, 'F1981': nan, 'F1982': nan, 'F1983': nan, 'F1984': nan, 'F1985': nan, 'F1986': nan, 'F1987': nan, 'F1988': nan, 'F1989': nan, 'F1990': nan, 'F1991': 0.082, 'F1992': 0.184, 'F1993': 0.012, 'F1994': 0.213, 'F1995': -0.002, 'F1996': 0.09, 'F1997': 0.023, 'F1998': 0.004, 'F1999': -0.273, 'F2000': -0.159, 'F2001': 0.165, 'F2002': 0.324, 'F2003': 0.29, 'F2004': 0.435, 'F2005': 0.364, 'F2006': 0.275, 'F2007': 0.219, 'F2008': -0.029, 'F2009': 0.174, 'F2010': 0.345, 'F2011': 0.155, 'F2012': 0.539, 'F2013': 0.544, 'F2014': 0.564, 'F2015': 0.464, 'F2016': 0.783, 'F2017': 0.569, 'F2018': 0.354, 'F2019': 0.562, 'F2020': 0.672, 'F2021': 0.384, 'F2022': 0.007}",Insufficient Data,1.0,1.056,0.20041524911609265,False
125,Martinique,MQ,MTQ,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.04,0.151,0.243,0.062,-0.283,0.067,-0.246,-0.213,0.403,0.186,-0.193,-0.047,0.158,-0.395,-0.394,-0.415,0.02,0.082,0.166,0.401,0.406,0.074,0.433,-0.029,-0.06,0.017,0.591,0.404,-0.001,0.424,0.445,0.405,0.487,0.565,0.67,0.433,0.591,1.003,0.477,0.262,0.506,0.681,0.802,0.515,0.834,0.736,0.846,0.407,0.553,1.177,0.596,0.699,0.714,0.674,0.892,1.034,0.8,0.54,0.752,1.092,0.716,0.684,"{'F1961': -0.04, 'F1962': 0.151, 'F1963': 0.243, 'F1964': 0.062, 'F1965': -0.283, 'F1966': 0.067, 'F1967': -0.246, 'F1968': -0.213, 'F1969': 0.403, 'F1970': 0.186, 'F1971': -0.193, 'F1972': -0.047, 'F1973': 0.158, 'F1974': -0.395, 'F1975': -0.394, 'F1976': -0.415, 'F1977': 0.02, 'F1978': 0.082, 'F1979': 0.166, 'F1980': 0.401, 'F1981': 0.406, 'F1982': 0.074, 'F1983': 0.433, 'F1984': -0.029, 'F1985': -0.06, 'F1986': 0.017, 'F1987': 0.591, 'F1988': 0.404, 'F1989': -0.001, 'F1990': 0.424, 'F1991': 0.445, 'F1992': 0.405, 'F1993': 0.487, 'F1994': 0.565, 'F1995': 0.67, 'F1996': 0.433, 'F1997': 0.591, 'F1998': 1.003, 'F1999': 0.477, 'F2000': 0.262, 'F2001': 0.506, 'F2002': 0.681, 'F2003': 0.802, 'F2004': 0.515, 'F2005': 0.834, 'F2006': 0.736, 'F2007': 0.846, 'F2008': 0.407, 'F2009': 0.553, 'F2010': 1.177, 'F2011': 0.596, 'F2012': 0.699, 'F2013': 0.714, 'F2014': 0.674, 'F2015': 0.892, 'F2016': 1.034, 'F2017': 0.8, 'F2018': 0.54, 'F2019': 0.752, 'F2020': 1.092, 'F2021': 0.716, 'F2022': 0.684}",Insufficient Data,1.0,1.592,0.3906115843597903,False
126,"Mauritania, Islamic Rep. of",MR,MRT,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",-0.047,0.14,0.103,0.057,-0.53,0.112,-0.248,-0.481,0.612,0.701,-0.311,-0.052,0.496,-0.679,-0.314,-0.556,0.654,0.569,0.987,0.911,0.91,0.593,1.623,0.571,0.592,0.293,1.562,0.875,0.737,1.481,0.87,0.89,0.99,0.673,1.222,1.555,1.321,1.801,0.539,1.2,1.36,1.353,1.36,1.49,1.389,1.444,1.06,1.321,0.968,2.02,1.671,0.942,1.588,1.48,1.563,1.825,2.141,1.086,1.435,1.919,1.855,1.711,"{'F1961': -0.047, 'F1962': 0.14, 'F1963': 0.103, 'F1964': 0.057, 'F1965': -0.53, 'F1966': 0.112, 'F1967': -0.248, 'F1968': -0.481, 'F1969': 0.612, 'F1970': 0.701, 'F1971': -0.311, 'F1972': -0.052, 'F1973': 0.496, 'F1974': -0.679, 'F1975': -0.314, 'F1976': -0.556, 'F1977': 0.654, 'F1978': 0.569, 'F1979': 0.987, 'F1980': 0.911, 'F1981': 0.91, 'F1982': 0.593, 'F1983': 1.623, 'F1984': 0.571, 'F1985': 0.592, 'F1986': 0.293, 'F1987': 1.562, 'F1988': 0.875, 'F1989': 0.737, 'F1990': 1.481, 'F1991': 0.87, 'F1992': 0.89, 'F1993': 0.99, 'F1994': 0.673, 'F1995': 1.222, 'F1996': 1.555, 'F1997': 1.321, 'F1998': 1.801, 'F1999': 0.539, 'F2000': 1.2, 'F2001': 1.36, 'F2002': 1.353, 'F2003': 1.36, 'F2004': 1.49, 'F2005': 1.389, 'F2006': 1.444, 'F2007': 1.06, 'F2008': 1.321, 'F2009': 0.968, 'F2010': 2.02, 'F2011': 1.671, 'F2012': 0.942, 'F2013': 1.588, 'F2014': 1.48, 'F2015': 1.563, 'F2016': 1.825, 'F2017': 2.141, 'F2018': 1.086, 'F2019': 1.435, 'F2020': 1.919, 'F2021': 1.855, 'F2022': 1.711}",Insufficient Data,1.0,2.8200000000000003,0.7194017883659851,False
127,Mauritius,MU,MUS,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET. Accessed on 2023-03-28.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate Indicators, Surface Temperature Change",0.524,-0.111,-0.155,-0.246,-0.208,-0.019,0.12,-0.213,0.296,0.333,-0.32,0.133,-0.075,-0.686,-0.105,0.018,0.556,0.345,0.369,0.411,0.199,0.316,0.286,-0.21,-0.06,0.181,0.656,0.443,0.063,0.22,0.492,0.157,0.179,0.466,0.314,0.042,0.585,0.827,0.211,0.173,0.499,0.401,0.69,0.313,0.381,0.312,0.537,0.294,0.797,1.076,0.865,0.665,0.797,0.905,1.158,1.084,1.319,1.051,1.462,1.109,0.987,0.595,"{'F1961': 0.524, 'F1962': -0.111, 'F1963': -0.155, 'F1964': -0.246, 'F1965': -0.208, 'F1966': -0.019, 'F1967': 0.12, 'F1968': -0.213, 'F1969': 0.296, 'F1970': 0.333, 'F1971': -0.32, 'F1972': 0.133, 'F1973': -0.075, 'F1974': -0.686, 'F1975': -0.105, 'F1976': 0.018, 'F1977': 0.556, 'F1978': 0.345, 'F1979': 0.369, 'F1980': 0.411, 'F1981': 0.199, 'F1982': 0.316, 'F1983': 0.286, 'F1984': -0.21, 'F1985': -0.06, 'F1986': 0.181, 'F1987': 0.656, 'F1988': 0.443, 'F1989': 0.063, 'F1990': 0.22, 'F1991': 0.492, 'F1992': 0.157, 'F1993': 0.179, 'F1994': 0.466, 'F1995': 0.314, 'F1996': 0.042, 'F1997': 0.585, 'F1998': 0.827, 'F1999': 0.211, 'F2000': 0.173, 'F2001': 0.499, 'F2002': 0.401, 'F2003': 0.69, 'F2004': 0.313, 'F2005': 0.381, 'F2006': 0.312, 'F2007': 0.537, 'F2008': 0.294, 'F2009': 0.797, 'F2010': 1.076, 'F2011': 0.865, 'F2012': 0.665, 'F2013': 0.797, 'F2014': 0.905, 'F2015': 1.158, 'F2016': 1.084, 'F2017': 1.319, 'F2018': 1.051, 'F2019': 1.462, 'F2020': 1.109, 'F2021': 0.987, 'F2022': 0.595}",Insufficient Data,1.0,2.148,0.43734166674849556,False
